dataset,openml_id,n_samples_orig,n_samples_mod,n_classes,intervention,alpha_orig,r2_orig,alpha_mod,r2_mod,delta_alpha,direction_pred,direction_correct,feature_key,feature_orig,feature_mod,delta_feature,feat_orig_probe_difficulty,feat_orig_class_entropy,feat_orig_label_noise,feat_orig_fisher_ratio,feat_orig_class_imbalance,feat_orig_n_samples,feat_orig_n_features,feat_orig_n_classes,feat_mod_probe_difficulty,feat_mod_class_entropy,feat_mod_label_noise,feat_mod_fisher_ratio,feat_mod_class_imbalance,feat_mod_n_samples,feat_mod_n_features,feat_mod_n_classes
diabetes,37,768,550,2,class_imbalance,0.09351289717233616,0.6050496285720189,0.04404011756410869,0.2969135157799261,-0.04947277960822747,-1,1,class_entropy,0.6467994204632901,0.3046360971492381,-0.34216332331405197,0.4828383630487181,0.6467994204632901,0.3020833333333333,0.057629950114906334,1.858736059479554,768,8,2,0.2545511055576506,0.3046360971492381,0.14363636363636365,0.02623239023474626,9.803921568627452,550,8,2
heart-statlog,53,270,270,2,label_noise_10,0.12883666586777343,0.6347644247244547,0.06562705423345037,0.2857164413055676,-0.06320961163432305,-1,1,label_noise,0.2111111111111111,0.3333333333333333,0.1222222222222222,0.40875396364682887,0.6869615763973234,0.2111111111111111,0.1382054125572413,1.2396694214876034,270,13,2,0.5715668671245175,0.6842317649303002,0.3333333333333333,0.07636953253049147,1.2966101694915255,270,13,2
heart-statlog,53,270,270,2,label_noise_20,0.12883666586777343,0.6347644247244547,0.02959568352634873,0.4561685552470187,-0.0992409823414247,-1,1,label_noise,0.2111111111111111,0.42592592592592593,0.21481481481481482,0.40875396364682887,0.6869615763973234,0.2111111111111111,0.1382054125572413,1.2396694214876034,270,13,2,0.6761084946851885,0.6929002464535777,0.42592592592592593,0.03218789723153933,1.037593984962406,270,13,2
heart-statlog,53,270,270,2,feature_noise_03,0.12883666586777343,0.6347644247244547,0.12785220197139777,0.6481913618338583,-0.0009844638963756591,-1,1,probe_difficulty,0.40875396364682887,0.4002843090863438,-0.00846965456048504,0.40875396364682887,0.6869615763973234,0.2111111111111111,0.1382054125572413,1.2396694214876034,270,13,2,0.4002843090863438,0.6869615763973234,0.24074074074074073,0.12100731647138291,1.2396694214876034,270,13,2
heart-statlog,53,270,270,2,feature_noise_07,0.12883666586777343,0.6347644247244547,0.06292297356654593,0.36853103487893524,-0.0659136923012275,-1,1,probe_difficulty,0.40875396364682887,0.4434313018552887,0.03467733820845981,0.40875396364682887,0.6869615763973234,0.2111111111111111,0.1382054125572413,1.2396694214876034,270,13,2,0.4434313018552887,0.6869615763973234,0.35555555555555557,0.08217474076887862,1.2396694214876034,270,13,2
heart-statlog,53,270,300,2,smote_balance,0.12883666586777343,0.6347644247244547,0.1093002199962222,0.6180034484124519,-0.01953644587155122,1,0,class_entropy,0.6869615763973234,0.6931471803599453,0.006185603962621911,0.40875396364682887,0.6869615763973234,0.2111111111111111,0.1382054125572413,1.2396694214876034,270,13,2,0.39994935412489563,0.6931471803599453,0.17,0.144258874210873,0.9933774834437086,300,13,2
heart-statlog,53,270,165,2,class_imbalance,0.12883666586777343,0.6347644247244547,0.05050284312517108,0.36082750949774584,-0.07833382274260234,-1,1,class_entropy,0.6869615763973234,0.3046360971492381,-0.38232547924808524,0.40875396364682887,0.6869615763973234,0.2111111111111111,0.1382054125572413,1.2396694214876034,270,13,2,0.09242024622169162,0.3046360971492381,0.05454545454545454,0.11697486303845087,9.375,165,13,2
ilpd,1480,583,583,2,label_noise_10,0.07927080834047517,0.854526354472251,0.15989734109335346,0.8781596940707231,0.08062653275287829,-1,0,label_noise,0.27787307032590053,0.34991423670668953,0.072041166380789,0.5146098419555245,0.598941843196318,0.27787307032590053,0.033618625009698165,2.4761904761904763,583,10,2,0.6099558690907907,0.6419189180306619,0.34991423670668953,0.025592585665727276,1.92,583,10,2
ilpd,1480,583,583,2,label_noise_20,0.07927080834047517,0.854526354472251,0.04700718629002102,0.8039856646844535,-0.032263622050454153,-1,1,label_noise,0.27787307032590053,0.41509433962264153,0.137221269296741,0.5146098419555245,0.598941843196318,0.27787307032590053,0.033618625009698165,2.4761904761904763,583,10,2,0.7043469316269555,0.6618909311769292,0.41509433962264153,0.014995423944323119,1.6545454545454545,583,10,2
ilpd,1480,583,583,2,feature_noise_03,0.07927080834047517,0.854526354472251,0.11788981910044234,0.945152903627389,0.03861901075996717,-1,0,probe_difficulty,0.5146098419555245,0.5260633723493048,0.011453530393780276,0.5146098419555245,0.598941843196318,0.27787307032590053,0.033618625009698165,2.4761904761904763,583,10,2,0.5260633723493048,0.598941843196318,0.346483704974271,0.029934098541364675,2.4761904761904763,583,10,2
ilpd,1480,583,583,2,feature_noise_07,0.07927080834047517,0.854526354472251,0.19902215510809762,0.876366081395103,0.11975134676762245,-1,0,probe_difficulty,0.5146098419555245,0.550878784953389,0.03626894299786454,0.5146098419555245,0.598941843196318,0.27787307032590053,0.033618625009698165,2.4761904761904763,583,10,2,0.550878784953389,0.598941843196318,0.3927958833619211,0.021009656690404974,2.4761904761904763,583,10,2
ilpd,1480,583,832,2,smote_balance,0.07927080834047517,0.854526354472251,0.0961671133596905,0.849551760418664,0.016896305019215324,1,1,class_entropy,0.598941843196318,0.6931471803599453,0.09420533716362722,0.5146098419555245,0.598941843196318,0.27787307032590053,0.033618625009698165,2.4761904761904763,583,10,2,0.5538158120288983,0.6931471803599453,0.1502403846153846,0.06050425457856028,0.9976019184652278,832,10,2
ilpd,1480,583,457,2,class_imbalance,0.07927080834047517,0.854526354472251,0.25402327754573073,0.9432399756241502,0.17475246920525556,-1,0,class_entropy,0.598941843196318,0.3018791828089483,-0.2970626603873697,0.5146098419555245,0.598941843196318,0.27787307032590053,0.033618625009698165,2.4761904761904763,583,10,2,0.28820075257553057,0.3018791828089483,0.1400437636761488,0.010160659163106866,9.904761904761905,457,10,2
yeast,181,1484,1484,10,label_noise_10,0.402080820937592,0.9507145902026407,0.13827743764189934,0.5480343128760158,-0.26380338329569264,-1,1,label_noise,0.48450134770889486,0.5734501347708895,0.0889487870619946,1.1121969328671557,1.7262259619714786,0.48450134770889486,0.2740107721417175,77.16666666666667,1484,8,10,1.4675494317352207,1.8808832160974471,0.5734501347708895,0.18734707697131242,14.2,1484,8,10
yeast,181,1484,1484,10,label_noise_20,0.402080820937592,0.9507145902026407,0.12393969585859883,0.7208006097356126,-0.2781411250789932,-1,1,label_noise,0.48450134770889486,0.6226415094339622,0.13814016172506738,1.1121969328671557,1.7262259619714786,0.48450134770889486,0.2740107721417175,77.16666666666667,1484,8,10,1.6517247074352426,1.9560483874477834,0.6226415094339622,0.14233502814923557,11.13888888888889,1484,8,10
yeast,181,1484,1484,10,feature_noise_03,0.402080820937592,0.9507145902026407,0.277362431718203,0.7181825153607128,-0.12471838921938899,-1,1,probe_difficulty,1.1121969328671557,1.1541345979892654,0.041937665122109724,1.1121969328671557,1.7262259619714786,0.48450134770889486,0.2740107721417175,77.16666666666667,1484,8,10,1.1541345979892654,1.7262259619714786,0.543800539083558,0.24477281103354906,77.16666666666667,1484,8,10
yeast,181,1484,1484,10,feature_noise_07,0.402080820937592,0.9507145902026407,0.2058081910800325,0.713417391449164,-0.1962726298575595,-1,1,probe_difficulty,1.1121969328671557,1.293480208845191,0.1812832759780354,1.1121969328671557,1.7262259619714786,0.48450134770889486,0.2740107721417175,77.16666666666667,1484,8,10,1.293480208845191,1.7262259619714786,0.6017520215633423,0.16762758928525442,77.16666666666667,1484,8,10
yeast,181,1484,781,10,class_imbalance,0.402080820937592,0.9507145902026407,0.10909009822208714,0.784650713325836,-0.29299072271550486,-1,1,class_entropy,1.7262259619714786,1.5297468191040038,-0.1964791428674748,1.1121969328671557,1.7262259619714786,0.48450134770889486,0.2740107721417175,77.16666666666667,1484,8,10,0.9724178104588423,1.5297468191040038,0.3725992317541613,0.2835223239392841,77.16666666666667,781,8,10
dermatology,35,366,366,6,label_noise_10,0.6215688352124561,0.8860743064433474,0.3749234592050128,0.8866077252941709,-0.2466453760074433,-1,1,label_noise,0.04644808743169399,0.18579234972677597,0.13934426229508198,0.08970025157557542,1.68614794123439,0.04644808743169399,1.4633444390430306,5.333333333333333,366,34,6,0.7973259118480751,1.7167927448550733,0.18579234972677597,0.846878336149386,3.7241379310344827,366,34,6
dermatology,35,366,366,6,label_noise_20,0.6215688352124561,0.8860743064433474,0.22736222612255216,0.7360537198645801,-0.3942066090899039,-1,1,label_noise,0.04644808743169399,0.36885245901639346,0.3224043715846995,0.08970025157557542,1.68614794123439,0.04644808743169399,1.4633444390430306,5.333333333333333,366,34,6,1.1369075843778833,1.7325740255526638,0.36885245901639346,0.568703984742152,3.2413793103448274,366,34,6
dermatology,35,366,366,6,feature_noise_03,0.6215688352124561,0.8860743064433474,0.6754952371202757,0.8643302976740967,0.05392640190781961,-1,0,probe_difficulty,0.08970025157557542,0.10637563107312908,0.01667537949755367,0.08970025157557542,1.68614794123439,0.04644808743169399,1.4633444390430306,5.333333333333333,366,34,6,0.10637563107312908,1.68614794123439,0.05737704918032787,1.1986022744081948,5.333333333333333,366,34,6
dermatology,35,366,366,6,feature_noise_07,0.6215688352124561,0.8860743064433474,0.5468730213914338,0.9397653669264416,-0.0746958138210223,-1,1,probe_difficulty,0.08970025157557542,0.213075561962106,0.12337531038653059,0.08970025157557542,1.68614794123439,0.04644808743169399,1.4633444390430306,5.333333333333333,366,34,6,0.213075561962106,1.68614794123439,0.13114754098360656,0.6663113510174999,5.333333333333333,366,34,6
dermatology,35,366,672,6,smote_balance,0.6215688352124561,0.8860743064433474,0.46992232420247837,0.5490901828831813,-0.15164651100997772,1,0,class_entropy,1.68614794123439,1.7917594686280547,0.10561152739366464,0.08970025157557542,1.68614794123439,0.04644808743169399,1.4633444390430306,5.333333333333333,366,34,6,0.048697564154991976,1.7917594686280547,0.008928571428571428,1.8051072009391012,0.9911504424778761,672,34,6
dermatology,35,366,167,6,class_imbalance,0.6215688352124561,0.8860743064433474,0.42451668388341923,0.8606695584222614,-0.19705215132903686,-1,1,class_entropy,1.68614794123439,1.1637655867331564,-0.5223823545012336,0.08970025157557542,1.68614794123439,0.04644808743169399,1.4633444390430306,5.333333333333333,366,34,6,0.10324651385748145,1.1637655867331564,0.05389221556886228,0.7894532553589254,9.333333333333334,167,34,6
liver-disorders,8,334,334,11,label_noise_10,0.09864186842410602,0.8063804579127195,0.039584867956595736,0.45531778073195917,-0.059057000467510286,-1,1,label_noise,0.8473053892215568,0.8802395209580839,0.03293413173652704,2.1109640584168488,2.0655891710948446,0.8473053892215568,0.0782737571976343,15.428571428571429,334,5,11,2.218641797502321,2.1484186844832363,0.8802395209580839,0.07151369665682179,8.166666666666666,334,5,11
liver-disorders,8,334,334,11,label_noise_20,0.09864186842410602,0.8063804579127195,0.02022166049000821,0.6818440408941362,-0.07842020793409782,-1,1,label_noise,0.8473053892215568,0.8592814371257484,0.0119760479041916,2.1109640584168488,2.0655891710948446,0.8473053892215568,0.0782737571976343,15.428571428571429,334,5,11,2.266724366818294,2.1980814272924905,0.8592814371257484,0.05347989943285811,10.875,334,5,11
liver-disorders,8,334,334,11,feature_noise_03,0.09864186842410602,0.8063804579127195,0.030845976932036206,0.20921416712377938,-0.06779589149206981,-1,1,probe_difficulty,2.1109640584168488,2.0970628257628685,-0.013901232653980244,2.1109640584168488,2.0655891710948446,0.8473053892215568,0.0782737571976343,15.428571428571429,334,5,11,2.0970628257628685,2.0655891710948446,0.7784431137724551,0.07135096411394236,15.428571428571429,334,5,11
liver-disorders,8,334,334,11,feature_noise_07,0.09864186842410602,0.8063804579127195,0.09261861691439167,0.6604167549089448,-0.006023251509714347,-1,1,probe_difficulty,2.1109640584168488,2.110979926640334,1.5868223485426824e-05,2.1109640584168488,2.0655891710948446,0.8473053892215568,0.0782737571976343,15.428571428571429,334,5,11,2.110979926640334,2.0655891710948446,0.8053892215568862,0.05610419769574143,15.428571428571429,334,5,11
liver-disorders,8,334,1188,11,smote_balance,0.09864186842410602,0.8063804579127195,0.09687833790146425,0.8568602093667226,-0.0017635305226417763,1,0,class_entropy,2.0655891710948446,2.3978952716983706,0.33230610060352594,2.1109640584168488,2.0655891710948446,0.8473053892215568,0.0782737571976343,15.428571428571429,334,5,11,2.1577869414917172,2.3978952716983706,0.20959595959595959,0.2412478882728629,0.9908256880733946,1188,5,11
liver-disorders,8,334,203,11,class_imbalance,0.09864186842410602,0.8063804579127195,0.11910519911796968,0.459223226196371,0.020463330693863663,-1,0,class_entropy,2.0655891710948446,1.7644249041470401,-0.3011642669478045,2.1109640584168488,2.0655891710948446,0.8473053892215568,0.0782737571976343,15.428571428571429,334,5,11,1.9062369723976154,1.7644249041470401,0.6699507389162561,0.11644276598240565,15.428571428571429,203,5,11
balance-scale,11,625,625,3,label_noise_10,0.3083751550880964,0.805380922656517,0.24045765663611746,0.7748154551766799,-0.06791749845197892,-1,1,label_noise,0.2176,0.3696,0.152,0.4029432649718889,0.9136485595712407,0.2176,0.20384385538145985,5.76,625,4,3,0.9316483918269185,0.9809982583539458,0.3696,0.13726391442243588,3.5256410256410255,625,4,3
balance-scale,11,625,625,3,label_noise_20,0.3083751550880964,0.805380922656517,0.11962928564208244,0.7410843385229335,-0.18874586944601393,-1,1,label_noise,0.2176,0.4544,0.23680000000000004,0.4029432649718889,0.9136485595712407,0.2176,0.20384385538145985,5.76,625,4,3,1.0796994232012287,1.018748997665408,0.4544,0.0922079329790979,2.686868686868687,625,4,3
balance-scale,11,625,625,3,feature_noise_03,0.3083751550880964,0.805380922656517,0.2973685628751381,0.8627783233286476,-0.0110065922129583,-1,1,probe_difficulty,0.4029432649718889,0.4978991431116562,0.09495587813976725,0.4029432649718889,0.9136485595712407,0.2176,0.20384385538145985,5.76,625,4,3,0.4978991431116562,0.9136485595712407,0.2384,0.1891006297564844,5.76,625,4,3
balance-scale,11,625,625,3,feature_noise_07,0.3083751550880964,0.805380922656517,0.2512662141181776,0.8932139699651663,-0.05710894096991875,-1,1,probe_difficulty,0.4029432649718889,0.6530637948347506,0.2501205298628617,0.4029432649718889,0.9136485595712407,0.2176,0.20384385538145985,5.76,625,4,3,0.6530637948347506,0.9136485595712407,0.3568,0.13519935106687334,5.76,625,4,3
balance-scale,11,625,864,3,smote_balance,0.3083751550880964,0.805380922656517,0.29434339436662477,0.901240559151266,-0.014031760721471609,1,0,class_entropy,0.9136485595712407,1.0986122883681095,0.18496372879686884,0.4029432649718889,0.9136485595712407,0.2176,0.20384385538145985,5.76,625,4,3,0.5216124741234837,1.0986122883681095,0.19791666666666666,0.14369452709105018,0.9965397923875432,864,4,3
balance-scale,11,625,344,3,class_imbalance,0.3083751550880964,0.805380922656517,0.26128633670289086,0.701404860925113,-0.04708881838520551,-1,1,class_entropy,0.9136485595712407,0.5571065673961778,-0.3565419921750629,0.4029432649718889,0.9136485595712407,0.2176,0.20384385538145985,5.76,625,4,3,0.33186440241119136,0.5571065673961778,0.1569767441860465,0.07821804503306268,9.931034482758621,344,4,3
arrhythmia,5,443,443,10,label_noise_10,0.19259928735290657,0.393685530664021,0.42242599803431785,0.7373074848498117,0.22982671068141128,-1,0,label_noise,0.4898419864559819,0.5688487584650113,0.07900677200902934,1.7193891827809853,1.5770987898552495,0.4898419864559819,0.19940729983013444,40.833333333333336,443,60,10,2.2853657098420506,1.733860358807576,0.5688487584650113,0.1202588485741296,20.0,443,60,10
arrhythmia,5,443,443,10,label_noise_20,0.19259928735290657,0.393685530664021,0.5688220435451915,0.8967350675242248,0.37622275619228496,-1,0,label_noise,0.4898419864559819,0.672686230248307,0.18284424379232506,1.7193891827809853,1.5770987898552495,0.4898419864559819,0.19940729983013444,40.833333333333336,443,60,10,2.512159891853041,1.8434211083781817,0.672686230248307,0.07070287749778353,15.461538461538462,443,60,10
arrhythmia,5,443,443,10,feature_noise_03,0.19259928735290657,0.393685530664021,1.397060338916503,0.7587805179747944,1.2044610515635965,-1,0,probe_difficulty,1.7193891827809853,1.667213120291935,-0.05217606248905038,1.7193891827809853,1.5770987898552495,0.4898419864559819,0.19940729983013444,40.833333333333336,443,60,10,1.667213120291935,1.5770987898552495,0.5507900677200903,0.17443456351638126,40.833333333333336,443,60,10
arrhythmia,5,443,443,10,feature_noise_07,0.19259928735290657,0.393685530664021,1.9340885866552688,0.8567925042000575,1.7414892993023623,-1,0,probe_difficulty,1.7193891827809853,2.0580387312928936,0.3386495485119083,1.7193891827809853,1.5770987898552495,0.4898419864559819,0.19940729983013444,40.833333333333336,443,60,10,2.0580387312928936,1.5770987898552495,0.6297968397291196,0.12058997046054784,40.833333333333336,443,60,10
arrhythmia,5,443,396,10,class_imbalance,0.19259928735290657,0.393685530664021,0.5595702290845671,0.34656323546755213,0.36697094173166056,-1,0,class_entropy,1.5770987898552495,1.468689135050804,-0.10840965480444553,1.7193891827809853,1.5770987898552495,0.4898419864559819,0.19940729983013444,40.833333333333336,443,60,10,1.6552644856096073,1.468689135050804,0.4494949494949495,0.22825957813268585,40.833333333333336,396,60,10
credit-g,31,1000,1000,2,label_noise_10,0.09012150958475716,0.9822834565676416,0.021311633969143075,0.7498852458737407,-0.06880987561561408,-1,1,label_noise,0.341,0.405,0.064,0.5608287240625135,0.6108643018548935,0.341,0.01544099940146384,2.3255813953488373,1000,20,2,0.6128224480117888,0.6341786355122057,0.405,0.009189953630069142,2.02416918429003,1000,20,2
credit-g,31,1000,1000,2,label_noise_20,0.09012150958475716,0.9822834565676416,0.020616686480834662,0.844753621779687,-0.0695048231039225,-1,1,label_noise,0.341,0.46,0.119,0.5608287240625135,0.6108643018548935,0.341,0.01544099940146384,2.3255813953488373,1000,20,2,0.679305681951278,0.6640641263641079,0.46,0.003479223128746725,1.627296587926509,1000,20,2
credit-g,31,1000,1000,2,feature_noise_03,0.09012150958475716,0.9822834565676416,0.046488901978582214,0.7138804856214,-0.04363260760617495,-1,1,probe_difficulty,0.5608287240625135,0.5624130277551036,0.0015843036925901055,0.5608287240625135,0.6108643018548935,0.341,0.01544099940146384,2.3255813953488373,1000,20,2,0.5624130277551036,0.6108643018548935,0.342,0.01415334385140258,2.3255813953488373,1000,20,2
credit-g,31,1000,1000,2,feature_noise_07,0.09012150958475716,0.9822834565676416,0.025125904446651734,0.3926006071881545,-0.06499560513810543,-1,1,probe_difficulty,0.5608287240625135,0.5799817134897913,0.019152989427277833,0.5608287240625135,0.6108643018548935,0.341,0.01544099940146384,2.3255813953488373,1000,20,2,0.5799817134897913,0.6108643018548935,0.368,0.010435111252154508,2.3255813953488373,1000,20,2
credit-g,31,1000,1400,2,smote_balance,0.09012150958475716,0.9822834565676416,0.09561887581526611,0.8416573936658212,0.005497366230508949,1,1,class_entropy,0.6108643018548935,0.6931471803599453,0.08228287850505178,0.5608287240625135,0.6108643018548935,0.341,0.01544099940146384,2.3255813953488373,1000,20,2,0.5932470158541505,0.6931471803599453,0.17285714285714285,0.01733518054872414,0.9985734664764622,1400,20,2
credit-g,31,1000,770,2,class_imbalance,0.09012150958475716,0.9822834565676416,0.0903292244761457,0.6935883834427996,0.00020771489138854404,-1,0,class_entropy,0.6108643018548935,0.3046360971492381,-0.30622820470565537,0.5608287240625135,0.6108643018548935,0.341,0.01544099940146384,2.3255813953488373,1000,20,2,0.31840986294516316,0.3046360971492381,0.12857142857142856,0.008681009270598663,9.859154929577464,770,20,2
glass,41,214,214,6,label_noise_10,0.1468976311936507,0.5824107263416093,0.06578831426216965,0.30312060175939526,-0.08110931693148106,-1,1,label_noise,0.27102803738317754,0.411214953271028,0.14018691588785048,0.9752496105168715,1.5086583996236944,0.27102803738317754,0.2692038334318572,7.6,214,9,6,1.321348200181235,1.5760020463834867,0.411214953271028,0.19468754076620223,5.0,214,9,6
glass,41,214,214,6,label_noise_20,0.1468976311936507,0.5824107263416093,0.06394401486462567,0.5419118172420776,-0.08295361632902504,-1,1,label_noise,0.27102803738317754,0.4719626168224299,0.20093457943925236,0.9752496105168715,1.5086583996236944,0.27102803738317754,0.2692038334318572,7.6,214,9,6,1.5526545967169298,1.6249008599134895,0.4719626168224299,0.13284937442497502,4.4,214,9,6
glass,41,214,214,6,feature_noise_03,0.1468976311936507,0.5824107263416093,0.16854331205044362,0.8349960406152749,0.021645680856792915,-1,0,probe_difficulty,0.9752496105168715,1.0699797364746952,0.09473012595782371,0.9752496105168715,1.5086583996236944,0.27102803738317754,0.2692038334318572,7.6,214,9,6,1.0699797364746952,1.5086583996236944,0.411214953271028,0.24427665877642762,7.6,214,9,6
glass,41,214,214,6,feature_noise_07,0.1468976311936507,0.5824107263416093,0.18164555287662842,0.7433275116015213,0.03474792168297772,-1,0,probe_difficulty,0.9752496105168715,1.2161171206593138,0.24086751014244223,0.9752496105168715,1.5086583996236944,0.27102803738317754,0.2692038334318572,7.6,214,9,6,1.2161171206593138,1.5086583996236944,0.5420560747663551,0.17536901520560277,7.6,214,9,6
glass,41,214,456,6,smote_balance,0.1468976311936507,0.5824107263416093,0.41053000155584474,0.7334574008032183,0.263632370362194,1,1,class_entropy,1.5086583996236944,1.7917594686280547,0.2831010690043603,0.9752496105168715,1.5086583996236944,0.27102803738317754,0.2692038334318572,7.6,214,9,6,0.5864037716788365,1.7917594686280547,0.09868421052631579,0.4014038799502245,0.987012987012987,456,9,6
kr-vs-kp,3,3196,3196,2,label_noise_10,0.9553614023606811,0.8835710471731922,0.11309811742359523,0.9425364100745854,-0.8422632849370859,-1,1,label_noise,0.15519399249061328,0.28410513141426785,0.12891113892365458,0.29243739550350994,0.6921598189951594,0.15519399249061328,0.03192405864426088,1.0922774869109948,3196,36,2,0.7321369073945119,0.6925330204929785,0.28410513141426785,0.01995940655535876,1.0719377835385613,3196,36,2
kr-vs-kp,3,3196,3196,2,label_noise_20,0.9553614023606811,0.8835710471731922,0.07227985657536078,0.8801591855935783,-0.8830815457853204,-1,1,label_noise,0.15519399249061328,0.37797246558197745,0.22277847309136417,0.29243739550350994,0.6921598189951594,0.15519399249061328,0.03192405864426088,1.0922774869109948,3196,36,2,0.6637242610270944,0.6929466660185216,0.37797246558197745,0.01164970916433864,1.040204211869815,3196,36,2
kr-vs-kp,3,3196,3196,2,feature_noise_03,0.9553614023606811,0.8835710471731922,0.63366674206942,0.8889848156945074,-0.32169466029126115,-1,1,probe_difficulty,0.29243739550350994,0.38764190440517565,0.09520450890166571,0.29243739550350994,0.6921598189951594,0.15519399249061328,0.03192405864426088,1.0922774869109948,3196,36,2,0.38764190440517565,0.6921598189951594,0.0923028785982478,0.029410129863444236,1.0922774869109948,3196,36,2
kr-vs-kp,3,3196,3196,2,feature_noise_07,0.9553614023606811,0.8835710471731922,0.2437590545196322,0.9482892106924143,-0.7116023478410489,-1,1,probe_difficulty,0.29243739550350994,0.5431372010882156,0.25069980558470567,0.29243739550350994,0.6921598189951594,0.15519399249061328,0.03192405864426088,1.0922774869109948,3196,36,2,0.5431372010882156,0.6921598189951594,0.20901126408010012,0.021605256530719624,1.0922774869109948,3196,36,2
kr-vs-kp,3,3196,3338,2,smote_balance,0.9553614023606811,0.8835710471731922,1.0984974081642758,0.8840302491786723,0.14313600580359465,1,1,class_entropy,0.6921598189951594,0.6931471803599453,0.0009873613647858326,0.29243739550350994,0.6921598189951594,0.15519399249061328,0.03192405864426088,1.0922774869109948,3196,36,2,0.2951379123388337,0.6931471803599453,0.11923307369682444,0.03176141431881258,0.9994011976047904,3338,36,2
kr-vs-kp,3,3196,1835,2,class_imbalance,0.9553614023606811,0.8835710471731922,0.0973917280977352,0.5755761249352607,-0.8579696742629459,-1,1,class_entropy,0.6921598189951594,0.30360822597870396,-0.3885515930164555,0.29243739550350994,0.6921598189951594,0.15519399249061328,0.03192405864426088,1.0922774869109948,3196,36,2,0.3022876320827019,0.30360822597870396,0.058310626702997276,0.011689016309522402,9.994011976047904,1835,36,2
nursery,26,5000,5000,4,label_noise_10,0.4208087892408247,0.8812956067877296,0.20416058973231946,0.8596146111637104,-0.21664819950850525,-1,1,label_noise,0.2382,0.3714,0.1332,0.48124596175974776,1.1972755520803662,0.2382,0.05935343773651709,11.50344827586207,5000,8,4,0.8298615858306264,1.2575864180026448,0.3714,0.04225580726543454,5.406779661016949,5000,8,4
nursery,26,5000,5000,4,label_noise_20,0.4208087892408247,0.8812956067877296,0.07717268425297769,0.9537626784419788,-0.343636104987847,-1,1,label_noise,0.2382,0.4742,0.23600000000000002,0.48124596175974776,1.1972755520803662,0.2382,0.05935343773651709,11.50344827586207,5000,8,4,1.0164050729074816,1.2996844544620776,0.4742,0.030193494516122268,3.5283446712018143,5000,8,4
nursery,26,5000,5000,4,feature_noise_03,0.4208087892408247,0.8812956067877296,0.2907972882345304,0.8027580318372411,-0.13001150100629433,-1,1,probe_difficulty,0.48124596175974776,0.5390616822152174,0.05781572045546968,0.48124596175974776,1.1972755520803662,0.2382,0.05935343773651709,11.50344827586207,5000,8,4,0.5390616822152174,1.1972755520803662,0.3148,0.05380950849853278,11.50344827586207,5000,8,4
nursery,26,5000,5000,4,feature_noise_07,0.4208087892408247,0.8812956067877296,0.13818737224083846,0.8710504747694,-0.2826214169999862,-1,1,probe_difficulty,0.48124596175974776,0.8112224255181901,0.32997646375844236,0.48124596175974776,1.1972755520803662,0.2382,0.05935343773651709,11.50344827586207,5000,8,4,0.8112224255181901,1.1972755520803662,0.4854,0.038329001201813914,11.50344827586207,5000,8,4
nursery,26,5000,6672,4,smote_balance,0.4208087892408247,0.8812956067877296,0.5449087592205091,0.9674078549155195,0.12409996997968437,1,1,class_entropy,1.1972755520803662,1.3862943607198905,0.18901880863952436,0.48124596175974776,1.1972755520803662,0.2382,0.05935343773651709,11.50344827586207,5000,8,4,0.5490937749625294,1.3862943607198905,0.17176258992805754,0.09728974156833319,0.9994008388256441,6672,8,4
nursery,26,5000,2144,4,class_imbalance,0.4208087892408247,0.8812956067877296,0.14718489049507114,0.46974996356757626,-0.27362389874575355,-1,1,class_entropy,1.1972755520803662,0.7728726107917677,-0.42440294128859846,0.48124596175974776,1.1972755520803662,0.2382,0.05935343773651709,11.50344827586207,5000,8,4,0.19840661947455085,0.7728726107917677,0.10960820895522388,0.05798146784614365,11.50344827586207,2144,8,4
mushroom,24,5000,5000,2,label_noise_10,1.4794139724260826,0.9336665140326906,0.19690055781322047,0.9467984557264472,-1.282513414612862,-1,1,label_noise,0.0,0.179,0.179,0.15153924008603176,0.6924250064981696,0.0,0.05911529485505583,1.0785536159600997,5000,22,2,0.4150056176696964,0.6921963989933216,0.179,0.0364312724207749,1.0907190635451505,5000,22,2
mushroom,24,5000,5000,2,label_noise_20,1.4794139724260826,0.9336665140326906,0.06541962161490489,0.732661989277516,-1.4139943508111776,-1,1,label_noise,0.0,0.3162,0.3162,0.15153924008603176,0.6924250064981696,0.0,0.05911529485505583,1.0785536159600997,5000,22,2,0.5510636700700811,0.6931240601817639,0.3162,0.020122600117024055,1.0132850241545894,5000,22,2
mushroom,24,5000,5000,2,feature_noise_03,1.4794139724260826,0.9336665140326906,1.3261011113359409,0.9151696835453199,-0.15331286109014175,-1,1,probe_difficulty,0.15153924008603176,0.2206140929439026,0.06907485285787085,0.15153924008603176,0.6924250064981696,0.0,0.05911529485505583,1.0785536159600997,5000,22,2,0.2206140929439026,0.6924250064981696,0.0014,0.053319884805515645,1.0785536159600997,5000,22,2
mushroom,24,5000,5000,2,feature_noise_07,1.4794139724260826,0.9336665140326906,0.6511620058213182,0.9629491362480422,-0.8282519666047644,-1,1,probe_difficulty,0.15153924008603176,0.3221328513893127,0.17059361130328093,0.15153924008603176,0.6924250064981696,0.0,0.05911529485505583,1.0785536159600997,5000,22,2,0.3221328513893127,0.6924250064981696,0.05,0.0378475234807898,1.0785536159600997,5000,22,2
